OrgId,UserId,UserName,IP,SessionId,StatusType,AttemptDate,ImpersonatingUserId,TimeOff,LoginAttemptId
6608,69493,D2LMonitor,172.27.41.42,123925712,Success,2022-05-12T19:48:35.2500000Z,,1,-9223372036716952135
6608,69493,D2LMonitor,172.27.41.42,123925711,Success,2022-05-12T19:48:34.7900000Z,,294,-9223372036716952136
6608,118445,C55p249,216.129.226.11,123925527,Success,2022-05-12T19:44:26.5230000Z,,3007,-9223372036716952373
6608,168159,joyce.mphandefinn,207.196.162.238,123924883,User Impersonation,2022-05-12T19:43:57.1870000Z,128730,,-9223372036716952390
6608,69493,D2LMonitor,172.27.41.42,123925509,Success,2022-05-12T19:43:40.5030000Z,,0,-9223372036716952401
6608,69493,D2LMonitor,172.27.41.42,123925508,Success,2022-05-12T19:43:40.1130000Z,,1,-9223372036716952402
6608,69493,D2LMonitor,172.27.41.42,123925506,Success,2022-05-12T19:43:39.6670000Z,,0,-9223372036716952403
6608,69493,D2LMonitor,172.27.41.42,123925505,Success,2022-05-12T19:43:39.1100000Z,,1,-9223372036716952404
6608,69493,D2LMonitor,172.27.41.42,123925504,Success,2022-05-12T19:43:38.7500000Z,,0,-9223372036716952406
6608,69493,D2LMonitor,172.27.41.42,123925503,Success,2022-05-12T19:43:38.2000000Z,,1,-9223372036716952408
6608,69493,D2LMonitor,172.27.41.42,123925501,Success,2022-05-12T19:43:37.6400000Z,,0,-9223372036716952409
6608,69493,D2LMonitor,172.27.41.42,123925500,Success,2022-05-12T19:43:37.2630000Z,,1,-9223372036716952410
6608,69493,D2LMonitor,172.27.41.42,123925499,Success,2022-05-12T19:43:36.8570000Z,,0,-9223372036716952411
6608,69493,D2LMonitor,172.27.41.42,123925498,Success,2022-05-12T19:43:36.1800000Z,,1,-9223372036716952412
6608,69493,D2LMonitor,172.27.41.42,123925497,Success,2022-05-12T19:43:35.6800000Z,,0,-9223372036716952413
6608,69493,D2LMonitor,172.27.41.42,123925494,Success,2022-05-12T19:43:35.2400000Z,,1,-9223372036716952416
6608,69493,D2LMonitor,172.27.41.42,123925493,Success,2022-05-12T19:43:34.7200000Z,,291,-9223372036716952417
6608,146943,j63h852,174.240.16.23,123925317,Success,2022-05-12T19:39:41.6530000Z,,14897,-9223372036716952635
6608,,j63h853,174.240.16.23,123925317,Invalid Username,2022-05-12T19:39:25.1330000Z,,,-9223372036716952651
6608,168190,samantha.gordon1,172.58.139.51,123925074,Success,2022-05-12T19:39:20.7470000Z,,312,-9223372036716952654
6608,69493,D2LMonitor,172.27.41.42,123925295,Success,2022-05-12T19:38:43.9200000Z,,0,-9223372036716952685
6608,69493,D2LMonitor,172.27.41.42,123925292,Success,2022-05-12T19:38:43.3230000Z,,2,-9223372036716952687
6608,69493,D2LMonitor,172.27.41.42,123925289,Success,2022-05-12T19:38:41.9930000Z,,0,-9223372036716952690
6608,69493,D2LMonitor,172.27.41.42,123925288,Success,2022-05-12T19:38:41.3070000Z,,1,-9223372036716952694
6608,69493,D2LMonitor,172.27.41.42,123925285,Success,2022-05-12T19:38:40.3870000Z,,2,-9223372036716952697
6608,69493,D2LMonitor,172.27.41.42,123925282,Success,2022-05-12T19:38:38.9900000Z,,0,-9223372036716952699
6608,69493,D2LMonitor,172.27.41.42,123925281,Success,2022-05-12T19:38:38.2930000Z,,1,-9223372036716952700
6608,69493,D2LMonitor,172.27.41.42,123925280,Success,2022-05-12T19:38:37.9330000Z,,0,-9223372036716952702
6608,69493,D2LMonitor,172.27.41.42,123925278,Success,2022-05-12T19:38:37.3670000Z,,1,-9223372036716952704
6608,69493,D2LMonitor,172.27.41.42,123925277,Success,2022-05-12T19:38:36.8130000Z,,0,-9223372036716952706
6608,69493,D2LMonitor,172.27.41.42,123925275,Success,2022-05-12T19:38:36.4270000Z,,1,-9223372036716952707
6608,69493,D2LMonitor,172.27.41.42,123925273,Success,2022-05-12T19:38:35.7870000Z,,1,-9223372036716952708
6608,69493,D2LMonitor,172.27.41.42,123925272,Success,2022-05-12T19:38:34.8770000Z,,594,-9223372036716952709
6608,130512,q83S228,216.161.192.44,123925270,Success,2022-05-12T19:38:33.7070000Z,,17365,-9223372036716952710
6608,123551,jack.bieger,207.196.162.114,123912074,User Impersonation,2022-05-12T19:36:48.7030000Z,119026,,-9223372036716952801
6608,184107,p19q893,47.37.49.234,123925190,Success,2022-05-12T19:36:40.9570000Z,,16141,-9223372036716952806
6608,168190,samantha.gordon1,172.58.139.51,123925074,Success,2022-05-12T19:34:08.8000000Z,,17315,-9223372036716952956
6608,168191,genevieve.hepworth,76.181.46.80,123925059,Success,2022-05-12T19:33:46.5500000Z,,10524,-9223372036716952979
6608,179984,christian.menge,66.171.21.39,123924940,Success,2022-05-12T19:31:42.6870000Z,,767710,-9223372036716953129
6608,162985,h92w694,64.187.199.44,123924916,Success,2022-05-12T19:30:54.6970000Z,,529460,-9223372036716953161
6608,128730,lindsey.admin,207.196.162.238,123924883,Success,2022-05-12T19:29:50.1070000Z,,6,-9223372036716953206
6608,128730,lindsey.admin,207.196.162.238,123924883,Success,2022-05-12T19:29:44.3870000Z,,75503,-9223372036716953211
6608,177882,x33z926,174.247.156.102,123924875,Success,2022-05-12T19:29:39.2070000Z,,343858,-9223372036716953219
6608,69493,D2LMonitor,172.27.41.42,123924599,Success,2022-05-12T19:23:35.3370000Z,,1,-9223372036716953557
6608,69493,D2LMonitor,172.27.41.42,123924598,Success,2022-05-12T19:23:34.9000000Z,,290,-9223372036716953558
6608,181788,f33f242,69.146.209.42,123924531,Success,2022-05-12T19:21:45.5670000Z,,165910,-9223372036716953640
6608,69493,D2LMonitor,172.27.41.42,123924424,Success,2022-05-12T19:18:44.1900000Z,,1,-9223372036716953770
6608,69493,D2LMonitor,172.27.41.42,123924423,Success,2022-05-12T19:18:43.3570000Z,,1,-922337203671695377186
6608,69493,D2LMonitor,172.27.41.42,123924408,Success,2022-05-12T19:18:38.0370000Z,,299,-9223372036716953787
6608,168159,joyce.mphandefinn,172.27.32.159,123912074,User Impersonation,2022-05-12T19:15:12.3030000Z,119026,,-9223372036716953979
6608,182715,b61m626,72.255.159.220,123924225,Success,2022-05-12T19:14:36.4830000Z,,296517,-9223372036716954014
6608,69493,D2LMonitor,172.27.40.180,123924200,Success,2022-05-12T19:13:39.6730000Z,,0,-9223372036716954047
6608,69493,D2LMonitor,172.27.40.180,123924194,Success,2022-05-12T19:13:39.1930000Z,,1,-9223372036716954048
6608,69493,D2LMonitor,172.27.40.180,123924193,Success,2022-05-12T19:13:38.7400000Z,,0,-9223372036716954049
6608,69493,D2LMonitor,172.27.40.180,123924192,Success,2022-05-12T19:13:38.3730000Z,,1,-9223372036716954050
6608,69493,D2LMonitor,172.27.40.180,123924191,Success,2022-05-12T19:13:37.9970000Z,,0,-9223372036716954051
6608,69493,D2LMonitor,172.27.40.180,123924190,Success,2022-05-12T19:13:37.5930000Z,,0,-9223372036716954053
6608,69493,D2LMonitor,172.27.40.180,123924189,Success,2022-05-12T19:13:37.2000000Z,,1,-9223372036716954054
6608,69493,D2LMonitor,172.27.40.180,123924187,Success,2022-05-12T19:13:36.8130000Z,,0,-9223372036716954055
6608,69493,D2LMonitor,172.27.40.180,123924186,Success,2022-05-12T19:13:36.3900000Z,,0,-9223372036716954056
6608,69493,D2LMonitor,172.27.40.180,123924185,Success,2022-05-12T19:13:35.9970000Z,,0,-9223372036716954057
6608,69493,D2LMonitor,172.27.40.180,123924184,Success,2022-05-12T19:13:35.6370000Z,,0,-9223372036716954058
6608,69493,D2LMonitor,172.27.40.180,123924183,Success,2022-05-12T19:13:35.3030000Z,,1,-9223372036716954059
6608,69493,D2LMonitor,172.27.40.180,123924182,Success,2022-05-12T19:13:34.7700000Z,,295,-9223372036716954060
6608,69493,D2LMonitor,172.27.41.42,123923973,Success,2022-05-12T19:08:39.5730000Z,,0,-9223372036716954310
6608,69493,D2LMonitor,172.27.41.42,123923972,Success,2022-05-12T19:08:39.0970000Z,,1,-9223372036716954311
6608,69493,D2LMonitor,172.27.41.42,123923971,Success,2022-05-12T19:08:38.6900000Z,,0,-9223372036716954313
6608,69493,D2LMonitor,172.27.41.42,123923970,Success,2022-05-12T19:08:38.3030000Z,,1,-9223372036716954314
6608,69493,D2LMonitor,172.27.41.42,123923968,Success,2022-05-12T19:08:37.9300000Z,,0,-9223372036716954315
6608,69493,D2LMonitor,172.27.41.42,123923967,Success,2022-05-12T19:08:37.4700000Z,,0,-9223372036716954316
6608,69493,D2LMonitor,172.27.41.42,123923966,Success,2022-05-12T19:08:37.1000000Z,,1,-9223372036716954317
6608,69493,D2LMonitor,172.27.41.42,123923965,Success,2022-05-12T19:08:36.7000000Z,,0,-9223372036716954318
6608,69493,D2LMonitor,172.27.41.42,123923964,Success,2022-05-12T19:08:36.3030000Z,,1,-9223372036716954319
6608,69493,D2LMonitor,172.27.41.42,123923963,Success,2022-05-12T19:08:35.9200000Z,,0,-9223372036716954320
6608,69493,D2LMonitor,172.27.41.42,123923962,Success,2022-05-12T19:08:35.5400000Z,,0,-9223372036716954321
6608,69493,D2LMonitor,172.27.41.42,123923961,Success,2022-05-12T19:08:35.2000000Z,,1,-9223372036716954322
6608,69493,D2LMonitor,172.27.41.42,123923960,Success,2022-05-12T19:08:34.7630000Z,,294,-9223372036716954323
6608,170076,m33r653,216.129.226.12,123923765,Success,2022-05-12T19:05:31.0900000Z,,533345,-9223372036716954469
6608,,m33r653,216.129.226.12,123923765,Invalid Username,2022-05-12T19:05:13.1770000Z,,,-9223372036716954482
6608,,m33r653rley@81!,216.129.226.12,123923765,Invalid Username,2022-05-12T19:05:01.9730000Z,,,-9223372036716954490
6608,69493,D2LMonitor,172.27.41.42,123923666,Success,2022-05-12T19:03:40.5230000Z,,0,-9223372036716954550
6608,69493,D2LMonitor,172.27.41.42,123923665,Success,2022-05-12T19:03:40.1400000Z,,1,-9223372036716954551
6608,69493,D2LMonitor,172.27.41.42,123923664,Success,2022-05-12T19:03:39.6230000Z,,0,-9223372036716954552
6608,69493,D2LMonitor,172.27.41.42,123923663,Success,2022-05-12T19:03:39.1400000Z,,1,-9223372036716954553
6608,69493,D2LMonitor,172.27.41.42,123923662,Success,2022-05-12T19:03:38.6600000Z,,0,-9223372036716954554
6608,69493,D2LMonitor,172.27.41.42,123923661,Success,2022-05-12T19:03:38.2030000Z,,1,-9223372036716954555
6608,69493,D2LMonitor,172.27.41.42,123923660,Success,2022-05-12T19:03:37.7470000Z,,0,-9223372036716954556
6608,69493,D2LMonitor,172.27.41.42,123923658,Success,2022-05-12T19:03:37.2730000Z,,1,-9223372036716954558
6608,69493,D2LMonitor,172.27.41.42,123923657,Success,2022-05-12T19:03:36.8470000Z,,0,-9223372036716954559
6608,69493,D2LMonitor,172.27.41.42,123923656,Success,2022-05-12T19:03:36.4930000Z,,0,-9223372036716954560
6608,69493,D2LMonitor,172.27.41.42,123923654,Success,2022-05-12T19:03:36.0970000Z,,1,-9223372036716954562
6608,69493,D2LMonitor,172.27.41.42,123923653,Success,2022-05-12T19:03:35.7130000Z,,1,-9223372036716954563
6608,69493,D2LMonitor,172.27.41.42,123923652,Success,2022-05-12T19:03:34.8000000Z,,294,-9223372036716954564
6608,184120,w67s652,76.75.15.124,123923475,Success,2022-05-12T19:02:11.3400000Z,,94794,-9223372036716954645
6608,69493,D2LMonitor,172.27.41.42,123923338,Success,2022-05-12T18:58:40.5900000Z,,1,-9223372036716954844
6608,69493,D2LMonitor,172.27.41.42,123923337,Success,2022-05-12T18:58:39.9400000Z,,0,-9223372036716954845
6608,69493,D2LMonitor,172.27.41.42,123923336,Success,2022-05-12T18:58:39.5400000Z,,1,-9223372036716954846
6608,69493,D2LMonitor,172.27.41.42,123923335,Success,2022-05-12T18:58:38.8600000Z,,0,-9223372036716954847
6608,69493,D2LMonitor,172.27.41.42,123923334,Success,2022-05-12T18:58:38.4770000Z,,1,-9223372036716954849
6608,69493,D2LMonitor,172.27.41.42,123923330,Success,2022-05-12T18:58:37.8670000Z,,0,-9223372036716954853
6608,69493,D2LMonitor,172.27.41.42,123923328,Success,2022-05-12T18:58:37.2870000Z,,1,-9223372036716954855
6608,69493,D2LMonitor,172.27.41.42,123923327,Success,2022-05-12T18:58:36.9230000Z,,0,-9223372036716954856
6608,69493,D2LMonitor,172.27.41.42,123923325,Success,2022-05-12T18:58:36.5600000Z,,0,-9223372036716954857
6608,69493,D2LMonitor,172.27.41.42,123923323,Success,2022-05-12T18:58:36.0800000Z,,1,-9223372036716954858
6608,69493,D2LMonitor,172.27.41.42,123923322,Success,2022-05-12T18:58:35.7130000Z,,0,-9223372036716954859
6608,69493,D2LMonitor,172.27.41.42,123923318,Success,2022-05-12T18:58:35.3270000Z,,1,-9223372036716954860
6608,69493,D2LMonitor,172.27.41.42,123923317,Success,2022-05-12T18:58:34.8070000Z,,293,-9223372036716954861
6608,144633,x75s373,65.19.237.41,123923193,Success,2022-05-12T18:56:03.3070000Z,,705061,-9223372036716955009
6608,118445,C55p249,216.129.226.11,123923121,Success,2022-05-12T18:54:19.6870000Z,,746114,-9223372036716955094
6608,69493,D2LMonitor,172.27.41.42,123923088,Success,2022-05-12T18:53:41.1770000Z,,1,-9223372036716955133
6608,69493,D2LMonitor,172.27.41.42,123923087,Success,2022-05-12T18:53:40.7300000Z,,1,-9223372036716955134
6608,69493,D2LMonitor,172.27.41.42,123923085,Success,2022-05-12T18:53:39.1730000Z,,1,-9223372036716955137
6608,69493,D2LMonitor,172.27.41.42,123923084,Success,2022-05-12T18:53:38.8230000Z,,0,-9223372036716955138
6608,69493,D2LMonitor,172.27.41.42,123923082,Success,2022-05-12T18:53:38.4370000Z,,1,-9223372036716955139
6608,69493,D2LMonitor,172.27.41.42,123923081,Success,2022-05-12T18:53:37.9930000Z,,0,-9223372036716955140
6608,69493,D2LMonitor,172.27.41.42,123923080,Success,2022-05-12T18:53:37.5270000Z,,1,-9223372036716955141
6608,69493,D2LMonitor,172.27.41.42,123923079,Success,2022-05-12T18:53:36.9700000Z,,0,-9223372036716955142
6608,69493,D2LMonitor,172.27.41.42,123923078,Success,2022-05-12T18:53:36.5600000Z,,0,-9223372036716955143
6608,69493,D2LMonitor,172.27.41.42,123923077,Success,2022-05-12T18:53:36.1630000Z,,1,-9223372036716955144
6608,69493,D2LMonitor,172.27.41.42,123923076,Success,2022-05-12T18:53:35.7330000Z,,0,-9223372036716955146
6608,69493,D2LMonitor,172.27.41.42,123923075,Success,2022-05-12T18:53:35.3000000Z,,1,-9223372036716955147
6608,69493,D2LMonitor,172.27.41.42,123923073,Success,2022-05-12T18:53:34.7900000Z,,294,-9223372036716955148
6608,119966,t14k837,192.150.88.66,123922948,Success,2022-05-12T18:50:16.3300000Z,,58975,-9223372036716955298
6608,93059,n21k628,209.5.96.6,123922940,Success,2022-05-12T18:49:55.0570000Z,,25778,-9223372036716955310
6608,69493,D2LMonitor,172.27.41.42,123922888,Success,2022-05-12T18:48:40.2800000Z,,1,-9223372036716955377
6608,69493,D2LMonitor,172.27.41.42,123922887,Success,2022-05-12T18:48:39.4400000Z,,1,-9223372036716955378
6608,69493,D2LMonitor,172.27.41.42,123922886,Success,2022-05-12T18:48:38.9900000Z,,0,-9223372036716955381
6608,69493,D2LMonitor,172.27.41.42,123922883,Success,2022-05-12T18:48:38.5730000Z,,0,-9223372036716955383
6608,69493,D2LMonitor,172.27.41.42,123922881,Success,2022-05-12T18:48:38.1030000Z,,1,-9223372036716955384
6608,69493,D2LMonitor,172.27.41.42,123922879,Success,2022-05-12T18:48:37.6630000Z,,0,-9223372036716955385
6608,69493,D2LMonitor,172.27.41.42,123922878,Success,2022-05-12T18:48:37.1530000Z,,1,-9223372036716955386
6608,69493,D2LMonitor,172.27.41.42,123922877,Success,2022-05-12T18:48:36.7800000Z,,0,-9223372036716955387
6608,69493,D2LMonitor,172.27.41.42,123922875,Success,2022-05-12T18:48:36.4200000Z,,0,-9223372036716955389
6608,69493,D2LMonitor,172.27.41.42,123922874,Success,2022-05-12T18:48:36.0100000Z,,1,-9223372036716955391
6608,69493,D2LMonitor,172.27.41.42,123922872,Success,2022-05-12T18:48:35.5730000Z,,0,-9223372036716955393
6608,69493,D2LMonitor,172.27.41.42,123922870,Success,2022-05-12T18:48:35.2200000Z,,1,-9223372036716955394
6608,69493,D2LMonitor,172.27.41.42,123922869,Success,2022-05-12T18:48:34.7870000Z,,294,-9223372036716955396
6608,164462,hunter.whitmus,184.167.197.249,123915452,Success,2022-05-12T18:48:04.5400000Z,,8864,-9223372036716955416
6608,178185,k34t733,64.187.193.19,123922705,Success,2022-05-12T18:44:05.9230000Z,,136266,-9223372036716955607
6608,69493,D2LMonitor,172.27.40.180,123922691,Success,2022-05-12T18:43:40.3570000Z,,1,-9223372036716955629
6608,69493,D2LMonitor,172.27.40.180,123922690,Success,2022-05-12T18:43:39.9570000Z,,0,-9223372036716955630
6608,69493,D2LMonitor,172.27.40.180,123922689,Success,2022-05-12T18:43:39.3000000Z,,1,-9223372036716955632
6608,69493,D2LMonitor,172.27.40.180,123922688,Success,2022-05-12T18:43:38.8800000Z,,0,-9223372036716955634
6608,69493,D2LMonitor,172.27.40.180,123922687,Success,2022-05-12T18:43:38.5100000Z,,0,-9223372036716955635
6608,69493,D2LMonitor,172.27.40.180,123922686,Success,2022-05-12T18:43:38.0870000Z,,1,-9223372036716955636
6608,69493,D2LMonitor,172.27.40.180,123922684,Success,2022-05-12T18:43:37.4830000Z,,1,-9223372036716955637
6608,69493,D2LMonitor,172.27.40.180,123922683,Success,2022-05-12T18:43:36.8230000Z,,0,-9223372036716955638
6608,69493,D2LMonitor,172.27.40.180,123922682,Success,2022-05-12T18:43:36.3970000Z,,0,-9223372036716955639
6608,69493,D2LMonitor,172.27.40.180,123922681,Success,2022-05-12T18:43:36.0100000Z,,1,-9223372036716955641
6608,69493,D2LMonitor,172.27.40.180,123922680,Success,2022-05-12T18:43:35.5900000Z,,0,-9223372036716955642
6608,69493,D2LMonitor,172.27.40.180,123922679,Success,2022-05-12T18:43:35.2030000Z,,1,-9223372036716955643
6608,69493,D2LMonitor,172.27.40.180,123922678,Success,2022-05-12T18:43:34.7930000Z,,292,-9223372036716955644
6608,166460,h15n294,64.187.195.182,123922674,Success,2022-05-12T18:43:25.7030000Z,,4233741,-9223372036716955649
6608,113329,m78v719,168.212.95.150,123922665,Success,2022-05-12T18:43:05.9200000Z,,15419,-9223372036716955660
6608,69493,D2LMonitor,172.27.41.42,123922458,Success,2022-05-12T18:38:42.8030000Z,,1,-9223372036716955897
6608,69493,D2LMonitor,172.27.41.42,123922457,Success,2022-05-12T18:38:41.8030000Z,,0,-9223372036716955898
6608,69493,D2LMonitor,172.27.41.42,123922456,Success,2022-05-12T18:38:41.1600000Z,,2,-9223372036716955899
6608,69493,D2LMonitor,172.27.41.42,123922455,Success,2022-05-12T18:38:39.8800000Z,,0,-9223372036716955901
6608,69493,D2LMonitor,172.27.41.42,123922454,Success,2022-05-12T18:38:39.4870000Z,,0,-9223372036716955902
6608,69493,D2LMonitor,172.27.41.42,123922452,Success,2022-05-12T18:38:39.0600000Z,,1,-9223372036716955904
6608,69493,D2LMonitor,172.27.41.42,123922451,Success,2022-05-12T18:38:38.6170000Z,,0,-9223372036716955906
6608,69493,D2LMonitor,172.27.41.42,123922448,Success,2022-05-12T18:38:38.0530000Z,,1,-9223372036716955908
6608,69493,D2LMonitor,172.27.41.42,123922447,Success,2022-05-12T18:38:37.4770000Z,,1,-9223372036716955910
6608,69493,D2LMonitor,172.27.41.42,123922446,Success,2022-05-12T18:38:36.9370000Z,,1,-9223372036716955912
6608,69493,D2LMonitor,172.27.41.42,123922445,Success,2022-05-12T18:38:35.7400000Z,,0,-9223372036716955913
6608,69493,D2LMonitor,172.27.41.42,123922444,Success,2022-05-12T18:38:35.3130000Z,,1,-9223372036716955915
6608,69493,D2LMonitor,172.27.41.42,123922443,Success,2022-05-12T18:38:34.7500000Z,,294,-9223372036716955916
6608,69493,D2LMonitor,172.27.40.180,123922273,Success,2022-05-12T18:33:40.8300000Z,,0,-9223372036716956127
6608,69493,D2LMonitor,172.27.40.180,123922272,Success,2022-05-12T18:33:40.0030000Z,,1,-9223372036716956128
6608,69493,D2LMonitor,172.27.40.180,123922271,Success,2022-05-12T18:33:39.6030000Z,,0,-9223372036716956129
6608,69493,D2LMonitor,172.27.40.180,123922270,Success,2022-05-12T18:33:39.2200000Z,,1,-9223372036716956130
6608,69493,D2LMonitor,172.27.40.180,123922269,Success,2022-05-12T18:33:38.8430000Z,,0,-9223372036716956131
6608,69493,D2LMonitor,172.27.40.180,123922268,Success,2022-05-12T18:33:38.4000000Z,,1,-9223372036716956132
6608,69493,D2LMonitor,172.27.40.180,123922267,Success,2022-05-12T18:33:37.9900000Z,,0,-9223372036716956133
6608,69493,D2LMonitor,172.27.40.180,123922266,Success,2022-05-12T18:33:37.3600000Z,,1,-9223372036716956134
6608,69493,D2LMonitor,172.27.40.180,123922265,Success,2022-05-12T18:33:36.8470000Z,,1,-9223372036716956136
6608,69493,D2LMonitor,172.27.40.180,123922263,Success,2022-05-12T18:33:35.9470000Z,,0,-9223372036716956138
6608,69493,D2LMonitor,172.27.40.180,123922262,Success,2022-05-12T18:33:35.5230000Z,,0,-9223372036716956139
6608,69493,D2LMonitor,172.27.40.180,123922261,Success,2022-05-12T18:33:35.0970000Z,,1,-9223372036716956141
6608,69493,D2LMonitor,172.27.40.180,123922259,Success,2022-05-12T18:33:34.6700000Z,,292,-9223372036716956142
6608,69493,D2LMonitor,172.27.40.180,123922090,Success,2022-05-12T18:28:42.4100000Z,,1,-9223372036716956346
6608,69493,D2LMonitor,172.27.40.180,123922089,Success,2022-05-12T18:28:41.9930000Z,,0,-9223372036716956347
6608,69493,D2LMonitor,172.27.40.180,123922088,Success,2022-05-12T18:28:41.5770000Z,,0,-9223372036716956348
6608,69493,D2LMonitor,172.27.40.180,123922087,Success,2022-05-12T18:28:41.2170000Z,,1,-9223372036716956349
6608,69493,D2LMonitor,172.27.40.180,123922086,Success,2022-05-12T18:28:40.7230000Z,,1,-9223372036716956350
6608,69493,D2LMonitor,172.27.40.180,123922085,Success,2022-05-12T18:28:39.7800000Z,,1,-9223372036716956352
6608,69493,D2LMonitor,172.27.40.180,123922084,Success,2022-05-12T18:28:38.5030000Z,,0,-9223372036716956354
6608,69493,D2LMonitor,172.27.40.180,123922083,Success,2022-05-12T18:28:38.1070000Z,,1,-9223372036716956355
6608,69493,D2LMonitor,172.27.40.180,123922082,Success,2022-05-12T18:28:37.6030000Z,,0,-9223372036716956357
6608,69493,D2LMonitor,172.27.40.180,123922081,Success,2022-05-12T18:28:37.1730000Z,,1,-9223372036716956358
6608,69493,D2LMonitor,172.27.40.180,123922079,Success,2022-05-12T18:28:36.7170000Z,,1,-9223372036716956360
6608,69493,D2LMonitor,172.27.40.180,123922077,Success,2022-05-12T18:28:35.5530000Z,,1,-9223372036716956361
6608,69493,D2LMonitor,172.27.40.180,123922075,Success,2022-05-12T18:28:34.9800000Z,,294,-9223372036716956362
6608,156610,w35f398,107.127.14.77,123922002,Success,2022-05-12T18:26:45.6030000Z,,5580,-9223372036716956457
6608,69493,D2LMonitor,172.27.41.42,123921875,Success,2022-05-12T18:23:40.2230000Z,,1,-9223372036716956620
6608,69493,D2LMonitor,172.27.41.42,123921874,Success,2022-05-12T18:23:39.7130000Z,,0,-9223372036716956621
6608,69493,D2LMonitor,172.27.41.42,123921872,Success,2022-05-12T18:23:39.2370000Z,,1,-9223372036716956622
6608,69493,D2LMonitor,172.27.41.42,123921871,Success,2022-05-12T18:23:38.8770000Z,,0,-9223372036716956623
6608,69493,D2LMonitor,172.27.41.42,123921870,Success,2022-05-12T18:23:38.4300000Z,,1,-9223372036716956624
6608,69493,D2LMonitor,172.27.41.42,123921869,Success,2022-05-12T18:23:37.9930000Z,,0,-9223372036716956625
6608,69493,D2LMonitor,172.27.41.42,123921868,Success,2022-05-12T18:23:37.5600000Z,,0,-9223372036716956626
6608,69493,D2LMonitor,172.27.41.42,123921867,Success,2022-05-12T18:23:37.0600000Z,,1,-9223372036716956627
6608,69493,D2LMonitor,172.27.41.42,123921866,Success,2022-05-12T18:23:36.6530000Z,,0,-9223372036716956628
6608,69493,D2LMonitor,172.27.41.42,123921865,Success,2022-05-12T18:23:36.2200000Z,,1,-9223372036716956629
6608,69493,D2LMonitor,172.27.41.42,123921863,Success,2022-05-12T18:23:35.7730000Z,,0,-9223372036716956630
6608,69493,D2LMonitor,172.27.41.42,123921862,Success,2022-05-12T18:23:35.3230000Z,,1,-9223372036716956633
6608,69493,D2LMonitor,172.27.41.42,123921860,Success,2022-05-12T18:23:34.6930000Z,,294,-9223372036716956634
6608,69493,D2LMonitor,172.27.41.42,123921675,Success,2022-05-12T18:18:40.4930000Z,,0,-9223372036716956860
6608,69493,D2LMonitor,172.27.41.42,123921674,Success,2022-05-12T18:18:40.0600000Z,,1,-9223372036716956861
6608,69493,D2LMonitor,172.27.41.42,123921673,Success,2022-05-12T18:18:39.6600000Z,,0,-9223372036716956862
6608,69493,D2LMonitor,172.27.41.42,123921672,Success,2022-05-12T18:18:39.2730000Z,,1,-9223372036716956863
6608,69493,D2LMonitor,172.27.41.42,123921671,Success,2022-05-12T18:18:38.8470000Z,,0,-9223372036716956864
6608,69493,D2LMonitor,172.27.41.42,123921670,Success,2022-05-12T18:18:38.4130000Z,,1,-9223372036716956865
